שם הסוגיה,מספר חוקים
"חובת ביטוח מתנדבים בארגוני חלוקת מזון",2
"חובת דיווח ורישום הערה על רכב ניזוק",2
"חובת דיווח מוסדי על היעדרות תלמיד",2
"חובת הגשת דוח שנתי לעסקים חדשים",2
"חובת הודעה ללקוחות על יתרות עובר ושב שאינן נושאות ריבית",2
"חובת הודעה מוקדמת על אירוע סגור במקומות ציבוריים",2
"חובת החזקת ערכת עזרה ראשונה במעונות יום לפעוטות",2
"חובת הנגשה דיגיטלית של שירותים ציבוריים נפוצים",2
"חובת הנגשה לשונית בשירותים ציבוריים ופרטיים",2
"חובת הנפקה ומסירה של כרטיס טיסה",2
"חובת העברת עודפי מזון בגופים ציבוריים",2
"חובת העדפת חברות תעופה ישראליות ברכש ציבורי",2
"חובת הפעלת קווי תחבורה ציבורית ישירים לבתי חולים",2
"חובת הפצת כרטיסי אשראי של כלל המנפיקים בידי בנקים",2
"חובת הפרשת דירות לדיור בר השגה ולדיור ציבורי במכרזי מקרקעין",2
"חובת הקמה של ועדת חקירה ממלכתית באירועים חריגים",2
"חובת יידוע מבוטחים על כפל ביטוח",2
"חובת יידוע נפגעי עבירה בשפה המובנת להם",2
"חובת לוחית זיהוי ורישום כלים ממונעים קלים",2
"חובת לימודי ליבה ופיקוח כתנאי לתקצוב מוסדות חינוך",2
"חובת מסירת מידע על עלויות פירעון מוקדם של הלוואה",2
"חובת מסירת תוכניות הדירה לרוכש",2
"חובת משאל עם על החלת ריבונות",2
"חובת מתן אישור קבלה ועדכונים תקופתיים לפניות הציבור",2
"חובת סימון נפח אריזה ומילוי מינימלי",2
"חובת תרומת מזון עודף בחברות ממשלתיות",2
"חובת תרומת מזון עודף לעוסקים במזון",2
"חילוט כספים מוקפאים של הרשות הפלסטינית וייעודם לפיצוי נפגעי טרור",2
"חילוט רווחים מעבירות סרסרות וזנות",2
"חילוט רכוש בעבירות נשק ללא הרשעה",2
"חילוט תקבולי עבירה בפשיעה חקלאית",2
"חינוך חינם לפעוטות",2
"חינוך חינם לפעוטות מגיל לידה עד שלוש",2
"חינוך חינם לפעוטות מגיל שלושה חודשים",2
"חישוב שווי שימוש ברכב צמוד",2
"חלופת מאסר לנשים הרות ואמהות",2
"יבוא רכב עצמאי בידי הממשלה",2
"יום ציון שנתי לפרשת ילדי תימן, המזרח והבלקן",2
"יידוע חולים כרוניים על זכויות סוציאליות במסמכים רפואיים",2
"ייצוג הולם בחברות ממשלתיות וגופים סטטוטוריים",2
"ייצוג הולם במועצות ציבוריות",2
"ייצוג הולם לאוכלוסייה הערבית בגופי ספורט",2
"ייצוג הולם ללוחמים בשירות המדינה",2
"ייצוג הולם לנשים ברשימות מועמדים לכנסת",2
"ייצוג מגדרי מינימלי ברשימות מועמדים לכנסת",2
"ייצוג מגדרי שוויוני ברשימות מועמדים לכנסת",2
"ימי מחלת ילד להורים למספר ילדים",2
"יציאה לשירותים במהלך בחינות",2
"יצירת עיטור פציעה קרבית לאנשי מערכת הביטחון",2
"כפיפות הליכי גביית מסים לחוק ההוצאה לפועל",2
"כפל זכויות לנפגעי פעולות איבה מול גורמים שאינם המדינה",2
"כפל קצבאות ודמי אבטלה",2
"כשירות מועמדים שאינם שופטי בית המשפט העליון לתפקיד הנשיא",2
"לגליזציה והחזקת קנאביס לצריכה עצמית",2
"לוחות זמנים למתן פסק דין בתביעת גט במקרי אלימות קשים",2
"מאגר מידע ציבורי על עברייני מין",2
"מבחן הכנסה לגמלת סיעוד",2
"מבחן הכנסה לגמלת סיעוד לניצולי שואה",2
"מגבלת ההוצאה הממשלתית",2
"מדרגות מס רכישה לדירה יחידה",2
"מועד להגשת חוות דעת פסיכיאטרית לנאשמים ולעצורים",2
"מועד תשלום קנס ברירת משפט לאחר דחיית בקשה לביטול",2
"מימון בחירות לראשות רשות לנשים",2
"מימון הוצאות בדיקת מכס לטובין מיובאים",2
"מימון הסעת יולדות באמבולנסים שאינם של מדא",2
"מימון השמה חוץ-ביתית באמצעות השתתפות רשויות מקומיות והורים",2
"מימון ותקצוב תחנות טיפת חלב",2
"מימון טיפול נפשי לגרושות חללים",2
"מימון ממשלתי ללחצני מצוקה לאזרחים ותיקים",2
"מימון ממשלתי למוסדות חינוך מוכרים שאינם רשמיים",2
"מימון ממשלתי מובטח למוסדות הנצחה",2
"מימון ממשלתי קבוע לארגונים יציגים של נפגעי פעולות איבה ונכי צהל",2
"מימון ממשלתי של שירותי רווחה ברשויות מוחלשות",2
"מימון סייעת לפעוטות הסובלים ממחלה כרונית קשה",2
"מימון ציבורי מלא של שכר לימוד בהשכלה הגבוהה",2
"מימון שירותי רפואה מרחוק באמבולנס",2
"מימון שכר לימוד ללוחמים משוחררים",2
"מינוי נציגות ציבור בבתי הדין הרבניים",2
"מינויים פוליטיים בחברות ממשלתיות",2
"מיסוי קצבת אזרח ותיק",2
"מיסוי תרומות מישויות מדיניות זרות לעמותות",2
"מיקום מתן טיפול רפואי לאסירים ביטחוניים",2
"מיקום שדה תעופה משלים בישראל",2
"מנגנון הכרה ובחירה של ארגון עובדים יציג",2
"מנגנון הצמדת קצבת אזרח ותיק",2
"מנגנון השגה וערר על תעריף מוגדל",2
"מנגנון עדכון שכר המינימום",2
"מנגנון קביעת שכר נושאי משרה בשלטון",2
"מניין הימים לביטול עסקה והחזרת טובין",2
"מניעת פתיחת חקירת היצף בשווקים מונופוליסטיים או ריכוזיים",2
"מס בשיעור אפס על מוצרי היגיינה נשית",2
"מס בשיעור אפס על ספרי לימוד",2
"מס בשיעור אפס על תרופות",2
"מס קנייה על רכב חשמלי",2
"מסלול ברירת מחדל לחיסכון ארוך טווח לילד",2
"מסלול ברירת מחדל לחיסכון לילד",2
"מסלול העסקה ללא קצבת גישור",2
"מספר הרבנים הראשיים לישראל",2
"מעורבות מפלגות ארציות בבחירות למועצות אזוריות",2
"מעמד השפה הערבית בחוקי היסוד",2
"מעמד השפה הערבית כשפה רשמית",2
"מעמד וזכויות סוציאליות של עקרות בית",2
"מעמד ותפקיד מנהל מוסד חינוך",2
"מעמד מוניציפלי של מגורים בשטחי מרעה",2
"מענק הסתגלות לפדויי שבי",2
"מענק הסתגלות ראשוני לאלמנות חללים",2
"מענק שנתי למי שאיבד מספר קרובי משפחה בפגיעת איבה אחת",2
"מענקים לתושבים חוזרים וחדשים בחבל תקומה",2
"משך תקופת ההגנה על זכויות מבצעים",2
"מתן אפשרות לצפייה מקוונת בשידור חי להורים",2
"מתן הנחיות מוקדמות לשימוש בזרע לאחר פטירה",2
"מתן עדיפות והטבות למשרתים בשירות צבאי או לאומי",2
"נוכחות וחופש תנועה לישראלים בחבל עזה",2
"ניכוי הוצאות שכר דירה כנגד הכנסה משכירות",2
"נקודות זיכוי ממס הכנסה למשפחות אומנה",2
"נקודות זיכוי ממס למשרתי מילואים",2
"סבסוד מחוללי חמצן ניידים בסל הבריאות",2
"סיוע משפטי לנכי צה״ל ונפגעי פעולות איבה",2
"סיוע משפטי לנפגעי עבירות הונאה ועושק ללא מבחן כלכלי",2
"סיוע נפשי לבוגרי שירות קרבי",2
"סיוע נפשי לגרושות חללים",2
"סיוע ריאלי בשכר דירה לממתינים לדיור ציבורי",2
"סימון ארץ ייצור לתוצרת חקלאית בתפזורת",2
"סמכויות גבייה של תאגידי מים וביוב",2
"סמכות ביקורת שיפוטית על חוקים",2
"סמכות בתי הדין הרבניים לדון במזונות ילדים ככרוכים בתביעת גירושין",2
"סמכות חיפוש משטרתי בלא צו",2
"סמכות לקביעת אורח חיים דתי במוסדות חינוך ממלכתי דתי",2
"סמכות רשויות מקומיות להפעלת תחבורה ציבורית ביום המנוחה",2
"סמכות רשם ההוצאה לפועל להפחתת דמי פיגורים",2
"סקר תקינות מבנים ישנים",2
"עדכון כתובת לצורכי הצבעה בבחירות",2
"עדכון סכומי הלוואות לדיור",2
"עונש מינימום לעבירות אלימות",2
"עונש מינימום לעבירת הצתה",2
"עיגון חוקתי של הזכות לשוויון ואיסור אפליה",2
"עיגון מעמד החקלאות והבטחת זמינות אמצעי ייצור",2
"עיכוב יציאה מהארץ בשל חוב כספי נמוך",2
